0.001,100,0.10439167962663132,0.012028187993777683,0.008678100009767965
0.005,100,0.43225726708025014,0.0457331997080207,0.029834113231821877
0.01,100,0.6951206934840981,0.06860855418114016,0.0387800395638132
0.05,92,1.0871649764010451,0.11036345084286722,0.01962789224624553
0.1,57,1.0940282788349671,0.11536532387830123,0.014652304550196046
0.5,20,1.0964602885591475,0.1254729957710483,0.004546720448887499
1,18,1.096460811392405,0.1286210847081778,0.0017557735647961785
5,100,2.1411785219873206e+72,-1.8572347806572117e+87,-1.8572347806572115e+87
10,100,1.223948608584557e+105,-1.306120657185941e+120,-1.3061206571859417e+120
0.9,13,1.096460811392394,0.12723745665438518,0.002743623257213834
